,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,label_left,label_right
2021-08-26 21:10:33.174,0.2900857300000001,0.0,0.0,0.7854539571428573,0.40956986,0.0,0.0,0.6419620442857144,0.4844406200000002,0.0,0.0,0.6753839999999999,0.7590644399999998,0.0,0.0,0.6691385114285714,0.57030314,0.0,0.0,0.6923275914285713,1.0,0.0
2021-08-26 21:10:33.274,0.29008572999999993,0.0,0.0,0.8443720138888887,0.40956985999999995,0.0,0.0,0.6830885058333332,0.4844406200000001,0.0,0.0,0.6748766749999999,0.75906444,0.0,0.0,0.5790348172222223,0.57030314,0.0,0.0,0.6485324005555554,1.0,0.0
2021-08-26 21:10:33.374,0.29008573,0.0,0.0,0.8679182,0.4095698600000001,0.0,0.0,0.6934874000000001,0.48444062,0.0,0.0,0.6739791,0.7590644399999998,0.0,0.0,0.5223258,0.57030314,0.0,0.0,0.6189124,1.0,0.0
2021-08-26 21:10:33.474,0.29008572999999993,0.0,0.0,0.8847328805555557,0.40956985999999995,0.0,0.0,0.6492807472222223,0.4844406200000001,0.0,0.0,0.681168488888889,0.75906444,0.0,0.0,0.508598051388889,0.57030314,0.0,0.0,0.5824684166666668,1.0,0.0
2021-08-26 21:10:33.574,0.29008573,0.0,0.0,0.8852132999999999,0.40956986,0.0,0.0,0.6480177,0.48444062,0.0,0.0,0.6813739,0.75906444,0.0,0.0,0.50820583,0.57030314,0.0,0.0,0.58142716,1.0,0.0
2021-08-26 21:10:33.674,0.29008573,0.0,0.0,0.8852132999999999,0.40956986,0.0,0.0,0.6480177,0.48444062,0.0,0.0,0.6813739,0.75906444,0.0,0.0,0.50820583,0.57030314,0.0,0.0,0.58142716,1.0,0.0
2021-08-26 21:10:33.774,0.29008573,0.042152956250000005,0.0,0.8852132999999999,0.40956986,-0.011329798,0.0,0.6480177,0.48444062,0.0537038375,0.0,0.6813739,0.75906444,0.0305033975,0.0,0.50820583,0.57030314,0.02339994125,0.0,0.58142716,1.0,0.0
2021-08-26 21:10:33.874,0.29008573,0.33722365000000004,0.0,0.8852132999999999,0.40956986,-0.090638384,0.0,0.6480177,0.48444062,0.4296307,0.0,0.6813739,0.75906444,0.24402718,0.0,0.50820583,0.57030314,0.18719953,0.0,0.58142716,1.0,0.0
2021-08-26 21:10:33.974,0.29008573000000004,0.33722365000000004,0.0,0.8852133,0.40956986,-0.090638384,0.0,0.6480177,0.48444062000000004,0.42963070000000003,0.0,0.6813739,0.75906444,0.24402717999999998,0.0,0.5082058299999999,0.57030314,0.18719953,0.0,0.58142716,1.0,0.0
2021-08-26 21:10:34.074,0.29008573000000004,0.33722365000000004,0.0,0.8852133,0.40956986,-0.090638384,0.0,0.6480177,0.48444062000000004,0.42963070000000003,0.0,0.6813739,0.75906444,0.24402717999999998,0.0,0.5082058299999999,0.57030314,0.18719953,0.0,0.58142716,1.0,0.0
2021-08-26 21:10:34.174,0.2900857300000001,0.33722365000000004,0.0,0.8852133,0.40956986,-0.090638384,0.0,0.6480177000000001,0.4844406200000002,0.4296307,0.0,0.6813739000000001,0.7590644399999998,0.24402717999999995,0.0,0.5082058299999999,0.57030314,0.18719953,0.0,0.5814271600000002,1.0,0.0
2021-08-26 21:10:34.274,0.29008573,0.3372236500000001,0.0,0.885434714516129,0.4095698599999999,-0.090638384,0.0,0.6487926903225807,0.4844406200000002,0.42963070000000014,0.0,0.6804899258064516,0.7590644399999998,0.24402717999999995,0.0,0.5072316632258064,0.57030314,0.18719953,0.0,0.5802412548387098,1.0,0.0
2021-08-26 21:10:34.374,0.29008573,0.33722365,0.0,0.89207715,0.40956986,-0.090638384,0.0,0.6720424,0.48444062,0.4296307,0.0,0.6539707,0.75906444,0.24402718,0.0,0.47800666,0.57030314,0.18719953,0.0,0.5446641,1.0,0.0
